zipcode_cluster,brewery_name,Brewery License,License Date,Status,brewery_in_production,brewery_id,brewery_address,brewery_city,brewery_state,brewery_zipcode,brewery_lat,brewery_lng,beer_count,rating_count,rating_score,age_on_service,neighboring_zips,checkins_total_count,checkins_unique_count,checkins_monthly_count,checkins_weekly_count
1,Eccentric Brewing Company,Brewery,5/4/2018,Open,0,399986,1402 Cotton Flat Road,Midland,TX,79701,31.9803,-102.095,16,1052,3.741,469.3122454,"7,970,379,705",1526,495,39,0
5,Edgewise Eight Brewing,Brewery,10/17/2018,Open,0,358992,,Weatherford,TX,76086,32.7593,-97.7973,24,373,3.881,733.1595949,"7,608,776,085",479,203,12,0
5,El Paso Brewing Company,Brewpub,5/16/2016,Open,0,298229,810 Texas Avenue,El Paso,TX,79901,31.7622,-106.481,31,3366,3.541,1070.809225,"7,990,279,903",3915,1257,58,0
0,Eola School Brewery & Restaurant,Brewpub,8/9/2013,Open,0,10231,12119 Farm Road 381,Eola,TX,76937,31.3976,-100.09,25,1076,3.5,3128.18919,"7,694,076,955",1504,709,7,0
1,ETX Brewing Company,Brewpub,9/24/2018,Open,0,288657,221 S Broadway Ave,Tyler,TX,75702,32.3487,-95.301,81,5294,3.665,1181.972766,"7,570,175,709",6861,1496,86,14
2,Family Business Beer Company,Brewpub,10/15/2018,Open,0,378401,19510 Hamilton Pool Rd,Dripping Springs,TX,78738,30.2922,-98.0778,44,10758,3.657,662.8866088,"7,862,078,669",12804,3357,384,46
1,Fetching Lab Brewery,Brewpub,12/2/2016,Open,0,204685,221 6th St N,Texas City,TX,77590,29.3869,-94.9029,54,6871,3.65,1622.043438,"7,756,877,591",8622,3856,16,0
5,Flying Man Brewing,Brewpub,12/6/2016,Open,0,362120,2400 Patterson Industrial Dr.,Austin,TX,78754,30.4021,-97.6284,36,4986,3.579,770.2499537,"7,866,078,753",6340,2771,116,8
5,Fort Brewery and Pizza,Brewpub,7/23/2018,Open,0,58169,1001 W. Magnolia Avenue,Fort Worth,TX,76104,32.7304,-97.3352,118,14377,3.665,2418.17412,"7,611,076,102",19049,4717,118,0
4,Fortress BeerWorks,Brewpub,12/17/2018,Open,0,425065,2606 Spring Cypress Rd.,Spring,TX,77388,30.0674,-95.4586,11,1364,3.701,227.9258449,"7,706,877,379",1645,663,77,0
1,Four Bullets Brewery,Brewery,10/7/2014,Open,0,48543,640 N. Interurban St.,Richardson,TX,75081,32.9592,-96.7261,22,7260,3.599,2509.982755,"7,508,075,243",9660,3537,149,2
0,Four Corners Brewing Company,Brewery,5/15/2017,Open,0,29815,1311 S Ervay St,Dallas,TX,75202,32.772,-96.7918,133,95929,3.597,2735.183241,"7,527,075,226",136244,50879,1076,28
1,Franconia Brewing Company ,Brewery,1/23/2008,Open,0,7329,495 McKinney Pkwy,McKinney,TX,75069,33.2134,-96.6091,79,60072,3.525,3293.921389,"7,545,475,071",84373,32449,357,2
1,Fredericksburg Brewing Co.,Brewpub,3/23/1994,Open,0,5796,245 East Main Street,Fredericksburg,TX,78624,30.2734,-98.8702,38,14696,3.452,3274.206597,"7,867,178,675",17978,6279,176,60
5,Fredonia Brewery,Brewpub,2/4/2016,Open,0,328418,138 N Mound St,Nacogdoches,TX,75965,31.6035,-94.6518,20,6179,3.528,971.042581,"7,596,475,961",7557,4098,199,8
2,Frisky Brewing Company,Brewpub,9/1/2017,Open,0,445809,7050 Tres Hermanas Blvd.,Odessa,TX,79765,31.9052,-102.299,2,16,3.344,40.25767361,"7,976,279,761",23,19,17,10
2,Frontyard Brewing,Brewery,5/8/2017,Open,0,383520,1607 Cuernavaca Dr North Unit #202,Austin,TX,78733,30.3394,-97.8634,6,1113,3.954,622.9690856,"7,873,078,732",1419,1058,32,0
4,Fulbrook Ale Works,Brewery,11/17/2017,Open,0,375720,1125 FM 359,Richmond,TX,77407,29.6119,-95.7438,38,2896,3.716,677.0224537,"7,740,677,498",3804,1493,109,0
5,Funky Picnic Brewery & Cafe,Brewpub,1/2/2019,Open,0,386590,401 BRYAN AVE,Fort Worth,TX,76104,32.7403,-97.3247,30,2322,3.76,585.2296644,"7,610,276,110",2886,716,402,0
4,Galveston Bay Beer Company,Brewery,8/12/2014,Open,0,173145,12900 FM 3436 Rd,Dickinson,TX,77539,29.4836,-95.0086,90,9941,3.623,1787.267801,"7,751,877,565",13087,4631,64,0
1,Galveston Island Brewing,Brewpub,3/7/2014,Open,0,104005,8423 Stewart Road,Galveston,TX,77551,29.2557,-94.8491,140,33635,3.731,2038.98162,"7,755,077,563",44837,13127,435,0
5,Gilmer Brewing Company,Brewery,9/6/2018,Open,0,372138,101 Tyler Steet,Gilmer,TX,75645,32.7285,-94.9447,9,264,3.671,709.0624074,"7,564,475,755",289,93,6,0
0,Goliad Brewing Company,Brewery,12/10/2013,Open,0,113303,252 Metting Rd.,Goliad,TX,77963,28.6683,-97.3883,18,22371,3.527,2069.050938,"7,797,478,141",30578,14924,3,0
4,Gordon Street Tavern,Brewpub,10/17/2013,Open,0,204792,114 N Gordon St,Alvin,TX,77546,29.4238,-95.2441,30,1078,3.711,1621.227616,"7,751,777,578",1354,598,4,0
0,Granger City Brewing Company,Brewpub,6/5/2015,Open,0,350290,109 W Davilla St,Granger,TX,76530,30.7175,-97.4443,22,328,3.59,844.1180556,"7,651,176,574",380,140,4,0
1,Great Heights Brewing Company,Brewpub,12/6/2016,Open,0,232167,938 Wakefield Dr.,Houston,TX,77018,29.8219,-95.4223,33,17443,3.844,1182.18103,"7,700,877,022",21693,6152,512,0
3,Guadalupe Brewing,Brewpub,1/11/2017,Open,0,24397,1580 Wald Rd,New Braunfels,TX,78130,29.6848,-98.1633,262,36176,3.894,2811.880475,"7,813,278,108",48749,15257,322,22
3,Hedgehog Brewing,Brewery,1/23/2019,Open,0,427843,3200 Woodall Dr Unit C1,Cedar Park,TX,78641,30.5149,-97.877,6,439,3.859,210.0696065,"7,861,378,726",578,455,202,99
2,Hemisphere Brewing ,Brewery,6/1/2016,Open,0,330978,2015 Kristy Ln,Rockwall,TX,75087,32.9126,-96.4405,39,2645,3.773,966.9635417,"7,503,275,088",3478,925,87,22
0,Hi Sign Brewing,Brewpub,11/2/2017,Open,0,324542,1201 Bastrop Hwy,Austin,TX,78742,30.2268,-97.6802,76,17027,3.74,994.9091319,"7,874,178,702",21173,8915,321,14
2,Hitmaker Brewing Company,Brewpub,10/2/2017,Open,0,392114,11160 Circle Dr,Austin,TX,78737,30.2248,-97.953,12,2134,3.585,537.9725579,"7,873,678,739",2620,1553,108,0
2,Hold Out Brewing,Brewpub,12/12/2018,In the works,0,405455,1208 W. 4th,Austin,TX,78701,30.2714,-97.7589,10,24,0,361.964537,"7,870,378,705",31,14,9,0
4,Hop And Sting Brewing Company,Brewery,10/24/2017,Open,0,330503,906 Jean St,Grapevine,TX,76051,32.9326,-97.0748,43,24384,3.644,956.2214352,"7,609,276,034",32243,15980,858,16
5,HopFusion Ale Works,Brewery,1/29/2016,Open,0,197427,200 E Broadway Ave,Fort Worth,TX,76104,32.7416,-97.3247,92,41972,3.793,1656.905289,"7,610,276,110",57368,16754,797,60
0,Horny Toad Brewing Company,Brewpub,6/2/2014,Open,0,56319,313 Edward Street,Rowena,TX,76875,31.6474,-100.042,33,1407,3.55,2434.152188,"7,682,176,861",1889,755,17,0
5,Huff Brewing Company,Brewpub,5/12/2015,Open,0,53963,9805 Koehn Rd,Bellville,TX,77418,29.9502,-96.2572,15,2590,3.578,2456.346458,"7,742,677,474",3258,1992,6,0
1,Humperdinks Brewpub,Brewpub,8/31/2006,Open,1,13640,6050 Greenville Ave,Dallas,TX,75206,32.8586789,-96.7679845,0,10423,3.285,3284.925498,"7,522,875,218",12914,5086,1,0
4,Independence Brewing Co.,Brewery,9/22/2004,Open,0,2252,3913 Todd Lane #607,Austin,TX,78741,30.2131,-97.7358,25,164851,3.649,3276.923831,"7,870,478,744",244021,86142,1734,57
5,Infamous Brewing Company,Brewpub,2/1/2017,Open,0,38839,4602 Weletka Drive,Austin,TX,78645,30.4068,-97.9259,51,36312,3.621,2444.052326,"7,873,478,732",48417,23990,94,2
4,Ingenious Brewing Company,Brewpub,7/24/2017,Open,0,325323,1986 S Houston Ave.,Humble,TX,77396,29.9754,-95.2619,521,74118,4.083,991.0995949,"7,733,877,032",89177,12843,3072,110
4,Islla St Brewing,Brewpub,6/1/2018,Open,0,340882,11911 Crosswinds Way Unit 201,San Antonio,TX,78233,29.5478,-98.3764,84,5142,3.999,907.9781597,"7,823,978,247",6167,984,471,34
1,Ivanhoe Ale Works,Brewery,1/2/2015,Open,0,204652,220 West Main St,Denison,TX,75020,33.7551,-96.5378,19,1025,3.502,1622.10169,"7,502,174,733",1371,497,14,0
1,Javelina Watering Hole Brewing Co.,Brewpub,11/19/2018,Open,0,426380,1021 S 14th,Kingsville,TX,78363,27.5069,-97.8569,8,108,3.513,224.1927199,"7,837,978,343",121,35,0,0
2,Jester King Brewery,Brewpub,8/15/2013,Open,0,5291,13187 Fitzhugh Rd. Bldg B,Austin,TX,78737,30.2323,-97.9998,267,603472,4.022,3275.012801,"7,873,878,620",780724,128927,4184,156
5,Künstler Brewing,Brewpub,10/7/2016,Open,0,101164,302 E Lachapelle,San Antonio,TX,78204,29.4049,-98.5001,93,14663,3.855,2128.89169,"7,820,778,205",17800,3489,343,2
1,Karbach Brewing Co,Brewery,3/7/2011,Open,0,14665,2032 Karbach St,Houston,TX,77092,29.8059,-95.461,84,514574,3.736,2992.275613,"7,705,577,008",820923,167329,6352,450
5,Kinematic Brewing Company ,Brewpub,9/8/2014,Open,0,220760,,Comfort,TX,78013,29.9677,-98.905,25,722,3.781,1538.040995,"7,801,078,006",875,267,1,0
1,Klaus Brewing Company,Brewpub,6/19/2018,Open,0,407109,10142 Jones Rd,Houston,TX,77065,29.9203,-95.5841,15,3048,3.726,404.9548843,"7,706,477,095",3602,1400,177,2
1,Krootz Brewing Company,Brewpub,7/23/2018,Open,0,429426,315 West Elm St.,Gainesville,TX,76240,33.6252,-97.1476,7,307,3.755,196.0207292,"7,625,076,272",370,121,34,0
1,Lakewood Brewing Company,Brewery,5/1/2012,Open,0,11862,2302 Executive Dr,Garland,TX,75238,32.8899,-96.6809,89,239668,3.891,3084.006169,"7,504,175,042",371252,77763,2138,50
5,Landon Winery,Brewery,3/9/2017,In the works,0,356910,2508 Lee Street,Greenville,TX,75402,33.1401,-96.1067,5,61,3.534,814.0411806,"7,540,175,135",67,34,0,0
4,Last Stand Brewing Company,Brewpub,7/30/2014,Open,0,171164,7601 South Congress Avenue,Austin,TX,78745,30.1827,-97.7816,125,20776,3.719,1798.024213,"7,874,478,748",25765,10186,178,4
1,Lazarus Brewing Company,Brewpub,6/9/2016,Open,0,315033,1902 E 6th St,Austin,TX,78702,30.2617,-97.722,88,34398,3.72,1044.890856,"7,870,178,712",40159,11094,683,56
1,Lazy Beach Brewing,Brewpub,3/1/2016,Open,0,134532,7522 Bichon,Corpus Christi,TX,78414,27.6538,-97.3724,126,8149,3.658,1975.816759,"7,841,378,412",10427,2609,65,0
4,Legal Draft Beer Co.,Brewery,4/1/2016,Open,0,235234,500 E Division St,Arlington,TX,76010,32.7382,-97.1025,56,50907,3.524,1224.765509,"7,601,176,006",63984,25000,765,16
0,Live Oak Brewing Company,Brewery,10/20/2015,Open,0,797,1615 Crozier Lane,Austin,TX,78742,30.22,-97.6608,41,105327,3.715,3299.983727,"7,872,578,741",168967,61839,1153,34
1,Loco Meaux,Brewpub,6/22/2018,In the works,0,430173,302 East Main Street,Kilgore,TX,75662,32.3854,-94.8749,10,149,3.687,180.1190162,"7,568,475,604",184,50,13,0
2,Lone Pint Brewery,Brewery,9/10/2012,Open,0,47425,507 Commerce Street,Magnolia,TX,77354,30.2089,-95.7514,45,116273,3.899,2521.927269,"7,735,577,362",207239,67816,925,32
1,Longtab Brewing Company,Brewpub,5/16/2018,In the works,0,361756,"4700 Timco West, Suite 105",San Antonio,TX,78238,29.4788,-98.5954,2,6,0,783.8138889,"7,822,878,229",6,4,0,0
5,Lorelei Brewing Company,Brewery,11/26/2018,Open,0,249178,"520 NAS Dr, Bldg 2",Corpus Christi,TX,78419,27.6743,-97.2793,41,10805,3.759,1363.096505,"7,841,278,414",15374,5370,174,0
0,Mad Pecker Brewing Co.,Brewpub,6/18/2015,Open,0,23011,6025 Tezel Rd #122,San Antonio,TX,78205,29.4241,-98.4936,95,6121,3.906,2776.89125,"7,821,578,204",8209,1918,181,0
5,Martin House Brewing Company,Brewery,11/8/2012,Open,0,27621,220 South Sylvania Avenue,Fort Worth,TX,76102,32.7637,-97.3098,448,276126,3.77,2765.067836,"7,611,176,104",376927,68052,5412,142
4,Megaton Brewery,Brewpub,10/10/2017,Open,0,420164,808 Russell Palmer Rd,Kingwood,TX,77339,30.065,-95.2266,48,1654,3.784,278.1367014,"7,734,577,365",1984,586,51,0
4,Middleton Brewing - MBTX,Brewpub,7/15/2011,Open,0,15206,101 Oakwood Loop,San Marcos,TX,78666,29.9309,-98.0717,126,17112,3.696,2994.193912,"7,867,678,133",21771,7059,130,8
5,Neches Brewing Company,Brewpub,6/9/2016,Open,0,293693,1108 Port Neches Ave,Port Neches,TX,77651,29.9918,-93.9585,37,3289,3.75,1148.27735,"7,762,777,611",4279,902,46,4
3,New Braunfels Brewing Company,Brewpub,10/23/2013,Open,0,27535,180 West Mill St.,New Braunfels,TX,78130,29.703,-98.1266,69,32068,3.645,2766.975405,"7,813,278,123",40226,14720,269,4
1,New Main Brewing Company,Brewpub,11/28/2017,Open,0,287138,3533 Marathon Street,Pantego,TX,76013,32.7131,-97.1609,81,2863,3.814,1188.925185,"7,601,676,015",4007,1138,143,0
4,New Republic Brewing Company,Brewery,3/16/2011,Open,0,8767,11405 N Dowling Rd,College Station,TX,77840,30.565,-96.3501,120,24311,3.635,3165.914711,"7,780,177,845",35530,11379,164,0
3,No Label Brewing Company,Brewpub,10/17/2017,Open,0,7188,5351 1st Street,Katy,TX,77494,29.7866,-95.8146,162,118679,3.606,3211.758681,"7,749,377,450",164984,45790,457,6
2,Noble Rey Brewing Company,Brewpub,6/12/2015,Open,0,45011,2636 Farrington,Dallas,TX,75219,32.8031,-96.8416,108,57478,3.617,2545.123958,"7,523,575,207",73257,26985,123,6
0,Nocona Beer & Brewery,Brewpub,1/17/2019,Open,0,382898,915 E Highway  82,Nocona,TX,76255,33.7889,-97.7153,30,1126,3.653,619.795,"7,625,176,265",1386,653,31,2
4,Nomadic Beerworks,Brewpub,9/18/2018,Open,0,432017,3804 Woodbury Dr - Suite A,Austin,TX,78704,30.2244,-97.7606,23,1915,3.743,161.0332292,"7,874,178,745",2280,593,205,0
0,Nueces Brewing Company,Brewpub,4/16/2019,Open,0,433595,401 S Water St,Corpus Christi,TX,78401,27.7887,-97.3957,12,968,3.593,146.9327894,"7,840,478,407",1203,310,82,0
4,NXNW Brewing Company,Brewpub,8/27/1999,Open,0,3847,10010 Capital Of TX Hwy N,Austin,TX,78759,30.3912,-97.7383,135,32279,3.701,3252.112211,"7,875,878,757",43162,11737,278,20
1,Oak Cliff Brewing Co,Brewery,4/4/2018,Open,0,269352,1300 S Polk St.,Dallas,TX,75208,32.7327,-96.8389,31,8445,3.83,1273.089282,"7,522,475,233",10385,3861,415,30
1,Oak Highlands Brewery,Brewery,5/18/2015,Open,0,65272,10484 Brockwood Road,Dallas,TX,75238,32.8901,-96.7046,110,46792,3.709,2355.999178,"7,524,375,042",62740,20283,477,18
2,Oasis Texas Brewing Company,Brewpub,3/19/2014,Open,0,128836,"6550 Comanche Trail, Suite 301",Austin,TX,78732,30.4059,-97.874,99,81007,3.602,2000.138692,"7,872,678,730",111742,39822,407,10
2,Oddwood Ales,Brewpub,4/3/2017,Open,0,167467,3108 Manor Rd,Austin,TX,78701,30.2672,-97.7431,101,12658,3.992,1817.957894,"7,871,278,705",15346,6002,237,4
1,Ode Brewing Co,Brewpub,2/5/2015,Open,0,227023,3233 N. Mesa St.,El Paso,TX,79902,31.782,-106.506,60,7348,3.649,1500.893507,"7,990,179,922",8802,2060,52,0
5,Oil Horse Brewing Company,Brewpub,11/22/2017,Open,0,268478,101 West Tyler Street,Longview,TX,75601,32.4955,-94.7403,35,2188,3.717,1272.153889,"7,560,275,604",3173,685,24,0
3,Old Texas Brewing Co.,Brewpub,5/2/2013,Open,0,395316,112 W Ellison St,Burleson,TX,76028,32.5423,-97.3216,10,223,3.105,519.9915162,"7,603,676,140",269,140,13,0
5,Old Town BrewHouse,Brewery,11/4/2013,Open,0,71438,146 Whatley Ave,Lewisville,TX,75057,33.0437,-96.9932,41,29256,3.754,2292.305613,"7,506,775,028",38736,12784,100,0
5,O'Neil And Sons Brewing Company,Brewpub,6/3/2016,Open,0,217887,502 Half League Road,Port Lavaca,TX,77979,28.6138,-96.636,13,151,4.03,1552.096157,"7,798,377,971",195,64,0,0
2,Orf Brewing,Brewery,1/6/2016,Open,0,16504,1601 E 5th Street Ste 108,Austin,TX,78701,30.2619,-97.7268,17,1303,3.589,2953.019942,"7,870,278,712",1618,733,23,0
0,Padre Island Brewing Company,Brewpub,5/29/2007,Open,0,5301,3400 Padre Boulevard,South Padre Island,TX,78597,26.1094,-97.1686,25,6457,3.389,3235.173009,"7,857,878,521",8188,2305,21,2
5,Panther Island Brewing,Brewpub,5/17/2018,Open,0,25578,501 N Main St,Fort Worth,TX,76102,32.7639,-97.3378,105,29358,3.7,2794.885648,"7,616,476,111",39278,14716,406,8
1,Pappy Slokum Brewing Co.,Brewpub,1/27/2014,Open,0,139912,409 South Treadaway,Abilene,TX,79605,32.4446,-99.7272,125,3678,3.738,1951.221204,"7,960,779,606",5017,1783,49,0
5,Parker County Brewing Company,Brewpub,11/30/2017,Open,0,385579,"225 Shops Blvd, Suite 105",Willow Park,TX,76085,32.7438,-97.6591,46,2901,3.634,594.1834259,"7,600,876,086",3631,948,123,4
0,Pecan Point Brewing Company,Brewpub,5/16/2014,Open,0,166919,213 Main St,Texarkana,TX,75569,33.4214,-94.0446,16,1154,3.37,1821.020637,"7,185,475,503",1323,532,33,4
0,Pecan Street Brewing,Brewpub,11/17/2016,Open,0,16100,106 East Pecan Dr.,Johnson City,TX,78636,30.2776,-98.4112,70,7201,3.616,2966.118519,"7,866,378,635",8603,2541,47,0
2,Pegasus City Brewery,Brewery,1/24/2017,Open,0,336618,2222 Vantage St,Dallas,TX,75219,32.7993,-96.8339,27,17497,3.677,923.9740856,"7,520,775,201",22271,8402,426,8
2,Peticolas Brewing Company,Brewery,8/25/2011,Open,0,13688,2026 Farrington St.,Dallas,TX,75219,32.7964,-96.8285,37,129430,3.874,3035.851065,"7,520,775,201",208322,42796,1299,50
1,Pint & Plow Brewing Company,Brewpub,4/9/2018,Open,0,259746,332 Clay St,Kerrville,TX,78028,30.0494,-99.141,9,2454,3.643,1324.980706,"7,802,578,010",3053,1166,54,10
0,Pondaseta Brewing Co,Brewpub,5/15/2018,Open,0,338509,7500 SW 45th Avenue,Amarillo,TX,79121,35.1621,-101.923,96,6006,3.963,910.7898958,"7,910,979,110",7753,1342,281,14
0,Primal Brewing Co. ,Brewpub,4/18/2019,Open,0,432372,140 Market St,Baird,TX,79504,32.3947,-99.3937,10,78,3.891,167.9128935,"7,951,076,464",89,25,5,0
5,Rabbit Hole Brewing,Brewpub,6/21/2017,Open,0,45012,608 Topeka Ave,Justin,TX,76247,33.0894,-97.2955,66,43831,3.68,2545.112373,"7,626,276,226",61614,20577,185,10
4,Rabble-Rouser Brewing Co,Brewery,9/28/2015,Open,0,270055,999 US 83-S Business,McAllen,TX,78501,26.2034,-98.23,62,541,3.769,1274.975903,"7,857,778,503",648,283,0,0
5,Rahr & Sons Brewing Company,Brewery,7/20/2004,Open,0,1038,701 Galveston Ave,Fort Worth,TX,76104,32.7366,-97.3274,34,279792,3.626,3277.030995,"7,610,276,110",414642,113812,2436,82
0,Railroad Brewing Co.,Brewpub,5/18/2006,Open,0,102174,1214 N Chapparral St,Corpus Christi,TX,78401,27.803,-97.3941,11,3315,3.398,2123.903287,"7,840,478,407",3823,1162,41,2
1,Ranger Creek Brewing & Distilling,Brewery,8/13/2010,Open,0,2922,4834 Whirlwind Dr.,San Antonio,TX,78239,29.5295,-98.3969,100,73326,3.687,3263.921968,"7,821,778,233",102491,34158,388,0
0,Real Ale Brewing Company,Brewery,4/13/1999,Open,0,1044,231 San Saba Ct,Blanco,TX,78606,30.1133,-98.4128,276,455701,3.692,3306.264282,"7,802,778,635",693814,151961,3595,106
0,Rebel Toad Brewing Co.,Brewpub,3/17/2015,Open,0,244075,425 William St.,Corpus Christi,TX,78401,27.7942,-97.3947,42,3482,3.774,1404.773495,"7,840,478,407",4669,1246,43,0
0,Red Gap  Brewing,Brewery,5/2/2017,Open,0,345151,712 Conrad Hilton Blvd,Cisco,TX,76437,32.3881,-98.9797,25,4728,3.639,882.1907523,"7,644,876,435",5889,3011,276,18
2,Red Horn Coffee House and Brewing Co. ,Brewpub,10/27/2014,Open,0,196698,"13010 W Parmer Lane, Ste 800",Cedar Park,TX,78717,30.5336,-97.781,175,26774,3.928,1664.999213,"7,861,378,681",34551,7014,470,10
0,Redbone Magic Brewing Company,Brewpub,8/16/2018,Open,0,417950,1304 Texas Blvd,Texarkana,TX,75569,33.431,-94.0511,21,565,3.636,301.9366204,"7,550,375,501",677,185,40,2
1,Revolver Brewing,Brewery,12/13/2017,Open,0,30341,5600 Matlock Road,Granbury,TX,76049,32.4189,-97.6699,61,149421,3.661,2728.089896,"7,604,876,077",232902,94094,1844,54
0,Roadmap Brewing Co.,Brewpub,6/15/2018,Open,0,351603,723 NORTH ALAMO STREET,San Antonio,TX,78205,29.4319,-98.4823,40,6354,3.711,418.143669,"7,821,578,202",7616,1815,378,10
0,Rough Diamond Brewery,Brewpub,1/17/2018,Open,0,359316,101 Kendalia Circle,Spring Branch,TX,78027,29.9664,-98.4334,90,2797,3.633,789.9296991,"7,807,078,004",3344,1257,62,0
4,Roughhouse Brewing,Brewpub,9/27/2018,Open,0,358500,612 Oakwood Loop,San Marcos,TX,78666,29.9354,-98.0617,26,2409,3.752,796.0585417,"7,867,678,133",2916,1456,194,2
4,Ruggedman Brewing,Brewpub,8/30/2016,Open,0,318809,7600 S Old Bastrop Hwy,New Braunfels,TX,78666,29.7926,-98.0191,94,3951,3.787,1037.115729,"7,813,078,655",5690,1082,2,1
1,Saloon Door Brewing,Brewpub,1/20/2016,Open,0,260660,105 Magellan Cir,Webster,TX,77598,29.5269,-95.1195,103,24529,3.888,1312.788796,"7,757,377,058",33622,8879,687,18
5,San Gabriel River Brewery,Brewpub,7/7/2015,Open,0,273321,500 Chaparral Dr,Liberty Hill,TX,78642,30.713,-97.9013,17,886,3.415,1260.134711,"7,860,578,633",1087,455,26,0
5,Save The World Brewing Company,Brewpub,9/29/2017,Open,0,130116,1510 Resource Parkway,Marble Falls,TX,78654,30.6168,-98.264,31,23130,3.674,1993.952627,"7,865,778,639",28893,12304,289,4
4,Sean Patrick's Irish Pub,Brewpub,10/4/2010,Open,0,193131,202 E San Antonio St,San Marcos,TX,78666,29.882,-97.9396,63,796,3.672,1684.985336,"7,865,678,655",948,360,6,0
4,Seguin Brewing Company,Brewpub,8/1/2016,Open,0,172572,111 West Gonzales Street,Seguin,TX,78155,29.5654,-97.8928,24,6976,3.466,1790.126169,"7,812,378,638",8972,4311,76,4
3,Shannon Brewing Company ,Brewpub,3/30/2016,Open,0,88806,818 N. Main Street,Keller,TX,76244,32.947,-97.2537,87,36773,3.683,2189.933495,"7,624,876,177",49262,17432,519,4
5,Sigma Brewing Co.,Brewpub,6/5/2017,Open,0,297663,3118 Harrisburg Blvd unit #108,Houston,TX,77003,29.7492,-95.3435,76,28978,3.896,1146.007095,"7,701,077,002",35944,8213,955,54
0,Six Car Pub & Brewery,Brewpub,8/22/2017,Open,0,397107,625 S Polk St,Amarillo,TX,79101,35.2069,-101.837,45,2572,3.713,496.020706,"7,910,279,107",3096,853,96,10
1,Small Brewpub,Brewpub,9/24/2014,Open,0,97132,333 W. Jefferson Blvd,Dallas,TX,75208,32.7434,-96.8269,97,9128,3.751,2145.891377,"7,520,375,224",11885,4816,21,0
1,Sockdolager Brewing,Brewpub,9/1/2016,Open,0,330005,720 China Street,Abilene,TX,79605,32.4412,-99.727,63,1580,3.535,973.1301273,"7,960,779,606",1919,629,34,2
1,SoCo Taphouse & Brew Co.,Brewpub,3/10/2015,Open,0,198470,113 E Concho Ave Ste 210,San Angelo,TX,76903,31.4604,-100.433,27,579,3.773,1656.285382,"7,690,876,905",782,263,2,0
2,Soul Fire Brewing Co,Brewpub,10/11/2018,In the works,0,386749,206 North Oak St,Roanoke,TX,76262,33.0001,-97.228,15,278,3.629,594.2535648,"7,617,776,248",336,206,152,18
5,Southern Heights Brewing,Brewpub,9/1/2017,Open,0,367119,6014 Techni Center Dr Ste 2-101,Austin,TX,78721,30.2767,-97.6695,18,9602,3.897,746.1403356,"7,872,378,742",12326,3225,422,38
0,Southern Roots Brewing Company,Brewpub,2/7/2019,In the works,0,434622,219 N 8th St,Waco,TX,76701,31.5493,-97.1467,9,288,3.546,147.1208102,"7,670,776,711",348,122,204,22
1,Southern Star Brewing Company,Brewery,1/29/2009,Open,0,1172,1207 N Farm 3083 Road East,Conroe,TX,77301,30.3473,-95.4349,87,162343,3.69,3280.850428,"7,730,377,304",245081,76718,1223,44
4,Southern Yankee Beer Company,Brewpub,8/14/2018,Open,0,409351,930 FM 1960,Houston,TX,77073,30.0242,-95.4154,36,4833,3.774,383.2369792,"7,709,077,014",5784,1382,194,6
1,SpindleTap Brewery,Brewpub,4/14/2016,Open,0,226007,10622 Hirsch Rd,Houston,TX,77016,29.8682,-95.3144,60,79911,4.017,1507.290313,"7,709,377,028",115667,28224,2512,182
0,Spoetzl Brewery,Brewery,1/3/2000,Open,0,1179,603 East Brewery Street,Shiner,TX,77984,29.4291,-97.1705,76,1101492,3.417,3334.729884,"7,797,577,995",1741490,439480,8609,851
4,St Elmo Brewing Company,Brewpub,4/22/2016,Open,0,306224,440 E. St. Elmo Rd. Suite G-2,Austin,TX,78704,30.2164,-97.762,116,25966,3.73,1091.063831,"7,874,578,741",31615,8171,469,16
5,Steam Theory Brewing Company,Brewpub,2/28/2018,Open,0,130762,340 Singleton Blvd Suite 100,Dallas,TX,75207,32.7784,-96.8296,25,8254,3.685,1992.085868,"7,527,075,202",9673,2656,437,6
2,Suds Monkey Brewing Company,Brewpub,5/13/2016,Open,0,329990,"1032 Canyon bend Drive, Suite A",Dripping Springs,TX,78737,30.1944,-98.024,23,3477,3.614,964.1123495,"7,862,078,619",4293,1600,93,0
5,Sun Brewing Company,Brewpub,4/23/2014,Open,0,195771,101 Canutillo La Union Ave,Canutillo,TX,79835,31.9152,-106.603,40,141,3.657,1670.772789,"7,993,279,821",168,96,0,0
1,Tall City Brewing Co,Brewpub,11/27/2018,Open,0,333663,3303 W. Golf Course,Midland,TX,79703,32.0047,-102.121,8,22,4.1,951.205706,"7,970,179,707",44,20,37,14
5,Texas Ale Project,Brewery,3/28/2014,Open,0,134551,1001 N Riverfront Blvd,Dallas,TX,75207,32.7862,-96.8175,103,54996,3.711,1958.153623,"7,527,075,201",74630,29386,705,10
5,Texas Beer Company,Brewpub,8/7/2017,Open,0,269009,201 N Main St,Taylor,TX,76574,30.5689,-97.41,44,6641,3.584,1271.960394,"7,861,578,634",8259,4290,246,2
1,Texas Leaguer Brewing Company,Brewpub,8/18/2017,Open,0,124287,13503 Pike Rd,Missouri City,TX,77477,29.6277,-95.5478,107,7167,3.692,2017.908391,"7,703,177,071",10425,3782,323,10
